orthographe	phonetique
occidentalisées	OksidAtalize
occidentalisés	OksidAtalize
occidentaux	OksidAto
occidents	OksidA
occiput	Oksipyt
occiputs	Oksipyt
occire	OksiR
occis	Oksi
occise	Oksiz
occises	Oksiz
occlusion	OklyzjN
occlusions	OklyzjN
occulta	Okylta
occultai	Okylte
occultaient	OkyltE
occultais	OkyltE
occultait	OkyltE
occultant	OkyltA
occultas	Okylta
occultasse	Okyltas
occultassent	Okyltas
occultasses	Okyltas
occultassiez	Okyltasje
occultassions	OkyltasjN
occulte	Okylt
occultement	Okylt@mA
occultent	Okylt
occulter	Okylte
occultera	Okylt@Ra
occulterai	Okylt@Re
occulteraient	Okylt@RE
occulterais	Okylt@RE
occulterait	Okylt@RE
occulteras	Okylt@Ra
occulterez	Okylt@Re
occulteriez	Okylt@Rje
occulterions	Okylt@RjN
occulterons	Okylt@RN
occulteront	Okylt@RN
occultes	Okylt
occultez	Okylte
occultiez	Okyltje
occultions	OkyltjN
occultons	OkyltN
occultâmes	Okyltam
occultât	Okylta
occultâtes	Okyltat
occultèrent	OkyltER
occulté	Okylte
occultée	Okylte
occultées	Okylte
occultés	Okylte
occupa	Okypa
occupai	Okype
occupaient	OkypE
occupais	OkypE
occupait	OkypE
occupant	OkypA
occupante	OkypAt
occupantes	OkypAt
occupants	OkypA
occupas	Okypa
occupasse	Okypas
occupassent	Okypas
occupasses	Okypas
occupassiez	Okypasje
occupassions	OkypasjN
occupation	OkypasjN
occupations	OkypasjN
occupe	Okyp
occupent	Okyp
occuper	Okype
occupera	Okyp@Ra
occuperai	Okyp@Re
occuperaient	Okyp@RE
occuperais	Okyp@RE
occuperait	Okyp@RE
occuperas	Okyp@Ra
occuperez	Okyp@Re
occuperiez	Okyp@Rje
occuperions	Okyp@RjN
occuperons	Okyp@RN
occuperont	Okyp@RN
occupes	Okyp
occupez	Okype
occupiez	Okypje
occupions	OkypjN
occupons	OkypN
occupâmes	Okypam
occupât	Okypa
occupâtes	Okypat
occupèrent	OkypER
occupé	Okype
occupée	Okype
occupées	Okype
occupés	Okype
occurrence	OkyRAs
occurrences	OkyRAs
ocelot	os@lo
ocelots	os@lo
ocre	OkR
octane	Oktan
octanes	Oktan
octave	Oktav
octaves	Oktav
octobre	OktObR
octogone	OktOgOn
octogones	OktOgOn
octogénaire	OktOZenER
octogénaires	OktOZenER
octroi	OktRwa
octroie	OktRwa
octroient	OktRwa
octroiera	OktRwaRa
octroierai	OktRwaRe
octroieraient	OktRwaRE
octroierais	OktRwaRE
octroierait	OktRwaRE
octroieras	OktRwaRa
octroierez	OktRwaRe
octroieriez	OktRwaRje
octroierions	OktRwaRjN
octroierons	OktRwaRN
octroieront	OktRwaRN
octroies	OktRwa
octrois	OktRwa
octroya	OktRwaja
octroyai	OktRwaje
octroyaient	OktRwajE
octroyais	OktRwajE
octroyait	OktRwajE
octroyant	OktRwajA
octroyas	OktRwaja
octroyasse	OktRwajas
octroyassent	OktRwajas
octroyasses	OktRwajas
octroyassiez	OktRwajasje
octroyassions	OktRwajasjN
octroyer	OktRwaje
octroyez	OktRwaje
octroyiez	OktRwajie
octroyions	OktRwajiN
octroyons	OktRwajN
octroyâmes	OktRwajam
octroyât	OktRwaja
octroyâtes	OktRwajat
octroyèrent	OktRwajER
octroyé	OktRwaje
octroyée	OktRwaje
octroyées	OktRwaje
octroyés	OktRwaje
oculaire	OkylER
oculairement	OkylER@mA
oculaires	OkylER
oculiste	Okylist
oculistes	Okylist
océan	OseA
océanien	Oseanje~
océanienne	OseanjEn
océaniennes	OseanjEn
océaniens	Oseanje~
océanique	Oseanik
océaniques	Oseanik
océanographie	OseanOgRafi
océanographies	OseanOgRafi
océans	OseA
ode	Od
odes	Od
odeur	Od9R
odeurs	Od9R
odieuse	Odj2z
odieusement	Odj2z@mA
odieuses	Odj2z
odieux	Odj2
odorant	OdORA
odorante	OdORAt
odorantes	OdORAt
odorants	OdORA
odorat	OdORa
odorats	OdORa
odoriférant	OdORifeRA
odoriférante	OdORifeRAt
odoriférantes	OdORifeRAt
odoriférants	OdORifeRA
odyssée	Odise
odyssées	Odise
oecuménique	9kymenik
oecuméniques	9kymenik
oedème	2dEm
oedèmes	2dEm
oeil	9j
oeillet	9jE
oeillets	9jE
oeillères	9jER
oenologie	enOlOZi
oenologies	enOlOZi
oenologue	2nOlog
oenologues	2nOlog
oesophage	ezOfaZ
oesophages	ezOfaZ
oeuf	9f
oeufs	9f
oeuvra	9vRa
oeuvrai	9vRe
oeuvraient	9vRE
oeuvrais	9vRE
oeuvrait	9vRE
oeuvrant	9vRA
oeuvras	9vRa
oeuvrasse	9vRas
oeuvrassent	9vRas
oeuvrasses	9vRas
oeuvrassiez	9vRasje
oeuvrassions	9vRasjN
oeuvre	9vR
oeuvrent	9vR
oeuvrer	9vRe
oeuvrera	9vR@Ra
oeuvrerai	9vR@Re
oeuvreraient	9vR@RE
oeuvrerais	9vR@RE
oeuvrerait	9vR@RE
oeuvreras	9vR@Ra
oeuvrerez	9vR@Re
oeuvreriez	9vR@Rje
oeuvrerions	9vR@RjN
oeuvrerons	9vR@RN
oeuvreront	9vR@RN
oeuvres	9vR
oeuvrez	9vRe
oeuvriez	9vRije
oeuvrions	9vRijN
oeuvrons	9vRN
oeuvrâmes	9vRam
oeuvrât	9vRa
oeuvrâtes	9vRat
oeuvrèrent	9vRER
oeuvré	9vRe
oeuvrée	9vRe
oeuvrées	9vRe
oeuvrés	9vRe
offensa	OfAsa
offensai	OfAse
offensaient	OfAsE
offensais	OfAsE
offensait	OfAsE
offensant	ofAsA
offensante	ofAsAt
offensantes	ofAsAt
offensants	ofAsA
offensas	OfAsa
offensasse	OfAsas
offensassent	OfAsas
offensasses	OfAsas
offensassiez	OfAsasje
offensassions	OfAsasjN
offense	OfAs
offensent	OfAs
offenser	OfAse
offensera	OfAs@Ra
offenserai	OfAs@Re
offenseraient	OfAs@RE
offenserais	OfAs@RE
offenserait	OfAs@RE
offenseras	OfAs@Ra
offenserez	OfAs@Re
offenseriez	OfAs@Rje
offenserions	OfAs@RjN
offenserons	OfAs@RN
offenseront	OfAs@RN
offenses	OfAs
offensez	OfAse
offensiez	OfAsje
offensif	OfAsif
offensifs	OfAsif
offensions	OfAsjN
offensive	OfAsiv
offensivement	OfAsiv@mA
offensives	OfAsiv
offensons	OfAsN
offensâmes	OfAsam
offensât	OfAsa
offensâtes	OfAsat
offensèrent	OfAsER
offensé	OfAse
offensée	OfAse
offensées	OfAse
offensés	OfAse
offert	OfER
offerte	OfERt
offertes	OfERt
offertoire	OfERtwaR
offertoires	OfERtwaR
offerts	OfER
office	Ofis
offices	Ofis
officia	Ofisja
officiai	OfisjE
officiaient	OfisjE
officiais	OfisjE
officiait	OfisjE
officialisa	Ofisjaliza
officialisai	Ofisjalize
officialisaient	OfisjalizE
officialisais	OfisjalizE
officialisait	OfisjalizE
officialisant	OfisjalizA
officialisas	Ofisjaliza
officialisasse	Ofisjalizas
officialisassent	Ofisjalizas
officialisasses	Ofisjalizas
officialisassiez	Ofisjalizasje
officialisassions	OfisjalizasjN
officialise	Ofisjaliz
officialisent	Ofisjaliz
officialiser	Ofisjalize
officialisera	Ofisjaliz@Ra
officialiserai	Ofisjaliz@Re
officialiseraient	Ofisjaliz@RE
officialiserais	Ofisjaliz@RE
officialiserait	Ofisjaliz@RE
officialiseras	Ofisjaliz@Ra
officialiserez	Ofisjaliz@Re
officialiseriez	Ofisjaliz@Rje
officialiserions	Ofisjaliz@RjN
officialiserons	Ofisjaliz@RN
officialiseront	Ofisjaliz@RN
officialises	Ofisjaliz
officialisez	Ofisjalize
officialisiez	Ofisjalizje
officialisions	OfisjalizjN
officialisons	OfisjalizN
officialisâmes	Ofisjalizam
officialisât	Ofisjaliza
officialisâtes	Ofisjalizat
officialisèrent	OfisjalizER
officialisé	Ofisjalize
officialisée	Ofisjalize
officialisées	Ofisjalize
officialisés	Ofisjalize
officialité	Ofisjalite
officialités	Ofisjalite
officiant	OfisjA
officias	Ofisja
officiasse	Ofisjas
officiassent	Ofisjas
officiasses	Ofisjas
officiassiez	Ofisjasje
officiassions	OfisjasjN
officie	Ofisi
officiel	OfisjEl
officielle	OfisjEl
officiellement	OfisjEl@mA
officielles	OfisjEl
officiels	OfisjEl
officient	Ofisi
officier	Ofisje
officiera	OfisiRa
officierai	OfisiRe
officieraient	OfisiRE
officierais	OfisiRE
officierait	OfisiRE
officieras	OfisiRa
officierez	OfisiRe
officieriez	OfisiRje
officierions	OfisiRjN
officierons	OfisiRN
officieront	OfisiRN
officiers	Ofisje
officies	Ofisi
officieuse	Ofisj2z
officieusement	Ofisj2z@mA
officieuses	Ofisj2z
officieux	Ofisj2
officiez	Ofisje
officiiez	Ofisije
officiions	OfisijN
officine	Ofisin
officines	Ofisin
officions	OfisjN
officiâmes	Ofisjam
officiât	Ofisja
officiâtes	Ofisjat
officièrent	OfisjER
officié	Ofisje
officiée	Ofisje
officiées	Ofisje
officiés	Ofisje
offline	oflajn
offraient	OfRE
offrais	OfRE
offrait	OfRE
offrande	OfRAd
offrandes	OfRAd
offrant	OfRA
offre	OfR
offrent	OfR
offres	OfR
offrez	OfRe
offriez	OfRije
offrions	OfRijN
offrir	OfRiR
offrira	OfRiRa
offrirai	OfRiRe
offriraient	OfRiRE
offrirais	OfRiRE
offrirait	OfRiRE
offriras	OfRiRa
offrirent	OfRiR
offrirez	OfRiRe
offririez	OfRiRje
offririons	OfRiRjN
offrirons	OfRiRN
offriront	OfRiRN
offris	OfRi
offrisse	OfRis
offrissent	OfRis
offrisses	OfRis
offrissiez	OfRisje
offrissions	OfRisjN
offrit	OfRi
offrons	OfRN
offrîmes	OfRim
offrît	OfRi
offrîtes	OfRit
offusqua	Ofyska
offusquai	Ofyske
offusquaient	OfyskE
offusquais	OfyskE
offusquait	OfyskE
offusquant	OfyskA
offusquas	Ofyska
offusquasse	Ofyskas
offusquassent	Ofyskas
offusquasses	Ofyskas
offusquassiez	Ofyskasje
offusquassions	OfyskasjN
offusque	Ofysk
offusquent	Ofysk
offusquer	Ofyske
offusquera	Ofysk@Ra
offusquerai	Ofysk@Re
offusqueraient	Ofysk@RE
offusquerais	Ofysk@RE
offusquerait	Ofysk@RE
offusqueras	Ofysk@Ra
offusquerez	Ofysk@Re
offusqueriez	Ofysk@Rje
offusquerions	Ofysk@RjN
offusquerons	Ofysk@RN
offusqueront	Ofysk@RN
offusques	Ofysk
offusquez	Ofyske
offusquiez	Ofyskje
offusquions	OfyskjN
offusquons	OfyskN
offusquâmes	Ofyskam
offusquât	Ofyska
offusquâtes	Ofyskat
offusquèrent	OfyskER
offusqué	Ofyske
offusquée	Ofyske
offusquées	Ofyske
offusqués	Ofyske
ogive	OZiv
ogives	OZiv
ogre	OgR
ogres	OgR
oh	o
oie	wa
oient	wa
oies	wa
oignaient	wanjE
oignais	wanjE
oignait	wanjE
oignant	wanjA
oigne	wanj
oignent	wanj
oignes	wanj
oignez	wanje
oigniez	wanjje
oignions	wanjjN
oignirent	wanjiR
oignis	wanji
oignisse	wanjis
oignissent	wanjis
oignisses	wanjis
oignissiez	wanjisje
oignissions	wanjisjN
oignit	wanji
oignon	OnjN
oignons	OnjN
oignîmes	wanjim
oignît	wanji
oignîtes	wanjit
oindra	we~dRa
oindrai	we~dRe
oindraient	we~dRE
oindrais	we~dRE
oindrait	we~dRE
oindras	we~dRa
oindre	we~dR
oindrez	we~dRe
oindriez	we~dRije
oindrions	we~dRijN
oindrons	we~dRN
oindront	we~dRN
oins	we~
oint	we~
ointe	we~t
ointes	we~t
oints	we~
ois	wa
oiseau	wazo
oiseau-mouche	wazomuS
oiseaux	wazo
oiseaux-mouches	wazomuS
oisellerie	wazEl@Ri
oiselleries	wazEl@Ri
oiseuse	waz2z
oiseusement	waz2z@mA
oiseuses	waz2z
oiseux	waz2
oisif	wazif
oisifs	wazif
oisillon	wazijN
oisillons	wazijN
oisive	waziv
oisivement	waziv@mA
oisives	waziv
oisiveté	waziv@te
oisivetés	waziv@te
oit	wa
olfactif	Olfaktif
olfactifs	Olfaktif
olfactive	Olfaktiv
olfactivement	Olfaktiv@mA
olfactives	Olfaktiv
oligarchie	OligaRSi
oligarchies	OligaRSi
oligarchiquement	OligaRSik@mA
olive	Oliv
oliveraie	Oliv@RE
oliveraies	Oliv@RE
olives	Oliv
olivier	Olivje
oliviers	Olivje
olivâtre	OlivatR
olivâtres	OlivatR
olove	Olov
olympiade	Ole~pjad
olympiades	Ole~pjad
olympien	Ole~pje~
olympienne	Ole~pjEn
olympiennes	Ole~pjEn
olympiens	Ole~pje~
olympique	Ole~pik
olympiques	Ole~pik
oléagineuse	OleaZin2z
oléagineuses	OleaZin2z
oléagineux	OleaZin2
ombilical	Nbilikal
ombilicale	Nbilikal
ombilicales	Nbilikal
ombilicaux	Nbiliko
ombrage	NbRaZ
ombragea	NbRaZa
ombrageai	NbRaZe
ombrageaient	NbRaZE
ombrageais	NbRaZE
ombrageait	NbRaZE
ombrageant	NbRaZA
ombrageas	NbRaZa
ombrageasse	NbRaZas
ombrageassent	NbRaZas
ombrageasses	NbRaZas
ombrageassiez	NbRaZasje
ombrageassions	NbRaZasjN
ombragent	NbRaZ
ombrageons	NbRaZN
ombrager	NbRaZe
ombragera	NbRaZ@Ra
ombragerai	NbRaZ@Re
ombrageraient	NbRaZ@RE
ombragerais	NbRaZ@RE
ombragerait	NbRaZ@RE
ombrageras	NbRaZ@Ra
ombragerez	NbRaZ@Re
ombrageriez	NbRaZ@Rje
ombragerions	NbRaZ@RjN
ombragerons	NbRaZ@RN
ombrageront	NbRaZ@RN
ombrages	NbRaZ
ombrageuse	NbRaZ2z
ombrageusement	NbRaZ9z@mA
ombrageuses	NbRaZ2z
ombrageux	NbRaZ2
ombragez	NbRaZe
ombrageâmes	NbRaZam
ombrageât	NbRaZa
ombrageâtes	NbRaZat
ombragiez	NbRaZje
ombragions	NbRaZjN
ombragèrent	NbRaZER
ombragé	NbRaZe
ombragée	NbRaZe
ombragées	NbRaZe
ombragés	NbRaZe
ombre	NbR
ombrelle	NbREl
ombrelles	NbREl
ombres	NbR
omelette	Om@lEt
omelettes	Om@lEt
omet	OmE
omets	OmE
omettaient	OmEtE
omettais	OmEtE
omettait	OmEtE
omettant	OmEtA
omette	OmEt
omettent	OmEt
omettes	OmEt
omettez	OmEte
omettiez	OmEtje
omettions	OmEtjN
omettons	OmEtN
omettra	OmEtRa
omettrai	OmEtRe
omettraient	OmEtRE
omettrais	OmEtRE
omettrait	OmEtRE
omettras	OmEtRa
omettre	OmEtR
omettrez	OmEtRe
omettriez	OmEtRije
omettrions	OmEtRijN
omettrons	OmEtRN
omettront	OmEtRN
omirent	OmiR
omis	Omi
omise	Omiz
omises	Omiz
omisse	Omis
omissent	Omis
omisses	Omis
omissiez	Omisje
omission	OmisjN
omissions	OmisjN
omit	Omi
omnibus	Omnibys
omnipotence	OmnipOtAs
omnipotences	OmnipOtAs
omnipotent	OmnipOtA
omnipotente	OmnipOtAt
omnipotentes	OmnipOtAt
omnipotents	OmnipOtA
omniprésence	OmnipRezAs
omniprésences	OmnipRezAs
omniprésent	OmnipRezA
omniprésente	OmnipRezAt
omniprésentes	OmnipRezAt
omniprésents	OmnipRezA
omniscient	OmnisjA
omnisciente	OmnisjAt
omniscientes	OmnisjAt
omniscients	OmnisjA
omnivore	OmnivOR
omnivores	OmnivOR
omoplate	OmOplat
omoplates	OmOplat
omîmes	Omim
omît	Omi
omîtes	Omit
on	N
on-dit	Ndi
on-line	onlajn
onanisme	Onanism
onanismes	Onanism
oncle	Nkl
oncles	Nkl
onctueuse	NktH2z
onctueusement	NktH2z@mA
onctueuses	NktH2z
onctueux	NktH2
onde	Nd
ondes	Nd
ondoie	Ndwa
ondoient	Ndwa
ondoiera	NdwaRa
ondoierai	NdwaRe
ondoieraient	NdwaRE
ondoierais	NdwaRE
ondoierait	NdwaRE
ondoieras	NdwaRa
ondoierez	NdwaRe
ondoieriez	NdwaRje
ondoierions	NdwaRjN
ondoierons	NdwaRN
ondoieront	NdwaRN
ondoies	Ndwa
ondoya	Ndwaja
ondoyai	Ndwaje
ondoyaient	NdwajE
ondoyais	NdwajE
ondoyait	NdwajE
ondoyant	NdwajA
ondoyante	NdwajAt
ondoyantes	NdwajAt
ondoyants	NdwajA
ondoyas	Ndwaja
ondoyasse	Ndwajas
ondoyassent	Ndwajas
ondoyasses	Ndwajas
ondoyassiez	Ndwajasje
ondoyassions	NdwajasjN
ondoyer	Ndwaje
ondoyez	Ndwaje
ondoyiez	Ndwajie
ondoyions	NdwajiN
ondoyons	NdwajN
ondoyâmes	Ndwajam
ondoyât	Ndwaja
ondoyâtes	Ndwajat
ondoyèrent	NdwajER
ondoyé	Ndwaje
ondoyée	Ndwaje
ondoyées	Ndwaje
ondoyés	Ndwaje
ondula	Ndyla
ondulai	Ndyle
ondulaient	NdylE
ondulais	NdylE
ondulait	NdylE
ondulant	NdylA
ondulante	NdylAt
ondulantes	NdylAt
ondulants	NdylA
ondulas	Ndyla
ondulasse	Ndylas
ondulassent	Ndylas
ondulasses	Ndylas
ondulassiez	Ndylasje
ondulassions	NdylasjN
ondulation	NdylasjN
ondulations	NdylasjN
ondule	Ndyl
ondulent	Ndyl
onduler	Ndyle
ondulera	Ndyl@Ra
ondulerai	Ndyl@Re
onduleraient	Ndyl@RE
ondulerais	Ndyl@RE
ondulerait	Ndyl@RE
onduleras	Ndyl@Ra
ondulerez	Ndyl@Re
onduleriez	Ndyl@Rje
ondulerions	Ndyl@RjN
ondulerons	Ndyl@RN
onduleront	Ndyl@RN
ondules	Ndyl
ondulez	Ndyle
onduliez	Ndylje
ondulions	NdyljN
ondulons	NdylN
ondulâmes	Ndylam
ondulât	Ndyla
ondulâtes	Ndylat
ondulèrent	NdylER
ondulé	Ndyle
ondulée	Ndyle
ondulées	Ndyle
ondulés	Ndyle
ondée	Nde
ondées	Nde
ongle	Ngl
ongles	Ngl
onglet	NglE
onglets	NglE
onguent	NgA
onguents	NgA
onirique	OniRik
oniriques	OniRik
onomatopée	OnOmatOpe
onomatopées	OnOmatOpe
ont	N
onusien	Onyzje~
onusienne	OnyzjEn
onusiennes	OnyzjEn
onusiens	Onyzje~
onyx	Oniks
onze	Nz
onzième	NzjEm
onzièmement	NzjEm@mA
onzièmes	NzjEm
onéreuse	OneR2z
onéreusement	oneR2z@mA
onéreuses	OneR2z
onéreux	OneR2
opacité	Opasite
opacités	Opasite
opale	Opal
opales	Opal
opaque	Opak
opaquement	opak@mA
opaques	Opak
ophtalmologie	OftalmOlOZi
ophtalmologies	OftalmOlOZi
ophtalmologue	OftalmOlOg
ophtalmologues	OftalmOlOg
opina	Opina
opinai	Opine
opinaient	OpinE
opinais	OpinE
opinait	OpinE
opinant	OpinA
opinas	Opina
opinasse	Opinas
opinassent	Opinas
opinasses	Opinas
opinassiez	Opinasje
opinassions	OpinasjN
opine	Opin
opinent	Opin
opiner	Opine
opinera	Opin@Ra
opinerai	Opin@Re
opineraient	Opin@RE
opinerais	Opin@RE
opinerait	Opin@RE
opineras	Opin@Ra
opinerez	Opin@Re
opineriez	Opin@Rje
opinerions	Opin@RjN
opinerons	Opin@RN
opineront	Opin@RN
opines	Opin
opinez	Opine
opiniez	Opinje
opinion	OpinjN
opinions	OpinjN
opiniâtre	OpinjatR
opiniâtrement	opinjatR@mA
opiniâtres	OpinjatR
opiniâtreté	opinjatR@te
opiniâtretés	opinjatR@te
opinons	OpinN
opinâmes	Opinam
opinât	Opina
opinâtes	Opinat
opinèrent	OpinER
opiné	Opine
opinée	Opine
opinées	Opine
opinés	Opine
opium	OpjOm
opiums	OpjOm
oportune	opORtyn
oportunes	opORtyn
opportun	OpORte~
opportune	OpORte~n
opportunes	OpORte~n
opportunisme	OpORtynism
opportunismes	OpORtynism
opportuniste	OpORtynist
opportunistes	OpORtynist
opportunité	OpORtynite
opportunités	OpORtynite
opportuns	OpORte~
opportunément	OpORtynemA
opposa	Opoza
opposable	opozabl
opposables	opozabl
opposai	Opoze
opposaient	OpozE
opposais	OpozE
opposait	OpozE
opposant	OpozA
opposante	OpozAt
opposantes	OpozAt
opposants	OpozA
opposas	Opoza
opposasse	Opozas
opposassent	Opozas
opposasses	Opozas
opposassiez	Opozasje
opposassions	OpozasjN
oppose	Opoz
opposent	Opoz
opposer	Opoze
opposera	Opoz@Ra
opposerai	Opoz@Re
opposeraient	Opoz@RE
opposerais	Opoz@RE
opposerait	Opoz@RE
opposeras	Opoz@Ra
opposerez	Opoz@Re
opposeriez	Opoz@Rje
opposerions	Opoz@RjN
opposerons	Opoz@RN
opposeront	Opoz@RN
opposes	Opoz
opposez	Opoze
opposiez	Opozje
opposions	OpozjN
opposition	OpozisjN
oppositions	OpozisjN
opposons	OpozN
opposâmes	Opozam
opposât	Opoza
opposâtes	Opozat
opposèrent	OpozER
opposé	Opoze
opposée	Opoze
opposées	Opoze
opposés	Opoze
oppressa	OpResa
oppressai	OpRese
oppressaient	OpResE
oppressais	OpResE
oppressait	OpResE
oppressant	OpResA
oppressas	OpResa
oppressasse	OpResas
oppressassent	OpResas
oppressasses	OpResas
oppressassiez	OpResasje
oppressassions	OpResasjN
oppresse	OpREs
oppressent	OpREs
oppresser	OpRese
oppressera	OpRes@Ra
oppresserai	OpRes@Re
oppresseraient	OpRes@RE
oppresserais	OpRes@RE
oppresserait	OpRes@RE
oppresseras	OpRes@Ra
oppresserez	OpRes@Re
oppresseriez	OpRes@Rje
oppresserions	OpRes@RjN
oppresserons	OpRes@RN
oppresseront	OpRes@RN
oppresses	OpREs
oppresseur	OpRes9R
oppresseurs	OpRes9R
oppressez	OpRese
oppressiez	OpResje
oppressif	OpResif
oppressifs	OpResif
oppression	OpResjN
oppressions	OpResjN
oppressive	OpResiv
oppressives	OpResiv
oppressons	OpResN
oppressâmes	OpResam
oppressât	OpResa
oppressâtes	OpResat
oppressèrent	OpResER
oppressé	OpRese
oppressée	OpRese
oppressées	OpRese
oppressés	OpRese
opprima	OpRima
opprimai	OpRime
opprimaient	OpRimE
opprimais	OpRimE
opprimait	OpRimE
opprimant	OpRimA
opprimas	OpRima
opprimasse	OpRimas
opprimassent	OpRimas
opprimasses	OpRimas
opprimassiez	OpRimasje
opprimassions	OpRimasjN
opprime	OpRim
oppriment	OpRim
opprimer	OpRime
opprimera	OpRim@Ra
opprimerai	OpRim@Re
opprimeraient	OpRim@RE
opprimerais	OpRim@RE
opprimerait	OpRim@RE
opprimeras	OpRim@Ra
opprimerez	OpRim@Re
opprimeriez	OpRim@Rje
opprimerions	OpRim@RjN
opprimerons	OpRim@RN
opprimeront	OpRim@RN
opprimes	OpRim
opprimez	OpRime
opprimiez	OpRimje
opprimions	OpRimjN
opprimons	OpRimN
opprimâmes	OpRimam
opprimât	OpRima
opprimâtes	OpRimat
opprimèrent	OpRimER
opprimé	OpRime
opprimée	OpRime
opprimées	OpRime
opprimés	OpRime
opprobre	OpRObR
opta	Opta
optai	Opte
optaient	OptE
optais	OptE
optait	OptE
optant	OptA
optas	Opta
optasse	Optas
optassent	Optas
optasses	Optas
optassiez	Optasje
optassions	OptasjN
opte	Opt
optent	Opt
opter	Opte
optera	Opt@Ra
opterai	Opt@Re
opteraient	Opt@RE
opterais	Opt@RE
opterait	Opt@RE
opteras	Opt@Ra
opterez	Opt@Re
opteriez	Opt@Rje
opterions	Opt@RjN
opterons	Opt@RN
opteront	Opt@RN
optes	Opt
optez	Opte
opticien	Optisje~
opticienne	OptisjEn
opticiennes	OptisjEn
opticiens	Optisje~
optiez	Optje
optimal	optimal
optimale	optimal
optimales	optimal
optimaux	optimo
optimisa	Optimiza
optimisai	Optimize
optimisaient	OptimizE
optimisais	OptimizE
optimisait	OptimizE
optimisant	OptimizA
optimisas	Optimiza
optimisasse	Optimizas
optimisassent	Optimizas
optimisasses	Optimizas
optimisassiez	Optimizasje
optimisassions	OptimizasjN
optimisation	OptimizasjN
optimisations	OptimizasjN
optimise	Optimiz
optimisent	Optimiz
optimiser	Optimize
optimisera	Optimiz@Ra
optimiserai	Optimiz@Re
optimiseraient	Optimiz@RE
optimiserais	Optimiz@RE
optimiserait	Optimiz@RE
optimiseras	Optimiz@Ra
optimiserez	Optimiz@Re
optimiseriez	Optimiz@Rje
optimiserions	Optimiz@RjN
optimiserons	Optimiz@RN
optimiseront	Optimiz@RN
optimises	Optimiz
optimisez	Optimize
optimisiez	Optimizje
optimisions	OptimizjN
optimisme	Optimism
optimismes	Optimism
optimisons	OptimizN
optimiste	Optimist
optimistes	Optimist
optimisâmes	Optimizam
optimisât	Optimiza
optimisâtes	Optimizat
optimisèrent	OptimizER
optimisé	Optimize
optimisée	Optimize
optimisées	Optimize
optimisés	Optimize
optimum	OptimOm
optimums	OptimOm
option	OpsjN
options	OptjN
optique	Optik
optiquement	Optik@mA
optiques	Optik
optons	OptN
optâmes	Optam
optât	Opta
optâtes	Optat
optèrent	OptER
opté	Opte
optée	Opte
optées	Opte
optés	Opte
opulemment	OpylamA
opulence	OpylAs
opulences	OpylAs
opulent	OpylA
opulente	OpylAt
opulentes	OpylAt
opulents	OpylA
opère	opER
opèrent	opER
opères	opER
opéra	OpeRa
opérai	OpeRe
opéraient	OpeRE
opérais	OpeRE
opérait	OpeRE
opérant	OpeRA
opéras	OpeRa
opérasse	OpeRas
opérassent	OpeRas
opérasses	OpeRas
opérassiez	OpeRasje
opérassions	OpeRasjN
opérateur	OpeRat9R
opérateurs	OpeRat9R
opération	OpeRasjN
opérationnel	OpeRasjOnEl
opérationnelle	OpeRasjOnEl
opérationnelles	OpeRasjOnEl
opérationnels	OpeRasjOnEl
opérations	OpeRasjN
opératoire	OpeRatwaR
opératoirement	opeRatwaR@mA
opératoires	OpeRatwaR
opératrice	OpeRatRis
opératrices	OpeRatRis
opérer	OpeRe
opérera	OpeR@Ra
opérerai	OpeR@Re
opéreraient	OpeR@RE
opérerais	OpeR@RE
opérerait	OpeR@RE
opéreras	OpeR@Ra
opérerez	OpeR@Re
opéreriez	OpeR@Rje
opérerions	OpeR@RjN
opérerons	OpeR@RN
opéreront	OpeR@RN
opérette	OpeREt
opérettes	OpeREt
opérez	OpeRe
opériez	OpeRje
opérions	OpeRjN
opérons	OpeRN
opérâmes	OpeRam
opérât	OpeRa
opérâtes	OpeRat
opérèrent	OpeRER
opéré	OpeRe
opérée	OpeRe
opérées	OpeRe
opérés	OpeRe
or	OR
oracle	ORakl
oracles	ORakl
orage	ORaZ
orages	ORaZ
orageuse	ORaZ2z
orageusement	ORaZ2z@mA
orageuses	ORaZ2z
orageux	ORaZ2
oraison	OREzN
oraisons	OREzN
oral	ORal
orale	ORal
oralement	ORal@mA
orales	ORal
orang-outang	oRAutA
orang-outangs	oRAutA
orange	ORAZ
orangeade	ORAZad
orangeades	ORAZad
oranger	ORAZe
orangeraie	ORAZ@RE
orangeraies	ORAZ@RE
orangerie	ORAZ@Ri
orangeries	ORAZ@Ri
orangers	ORAZe
oranges	ORAZ
orangé	ORAZe
orangée	ORAZe
orangées	ORAZe
orangés	ORAZe
orateur	ORat9R
orateurs	ORat9R
oratoire	ORatwaR
oratoirement	ORatwaR@mA
oratoires	ORatwaR
oratorio	ORatORjo
oratorios	ORatORjo
oratrice	ORatRis
oratrices	ORatRis
oraux	ORo
orbe	ORb
orbes	ORb
orbital	ORbital
orbitale	ORbital
orbitales	ORbital
orbitaux	ORbito
orbite	ORbit
orbites	ORbit
orchestra	ORkEstRa
orchestrai	ORkEstRe
orchestraient	ORkEstRE
orchestrais	ORkEstRE
orchestrait	ORkEstRE
orchestrant	ORkEstRA
orchestras	ORkEstRa
orchestrasse	ORkEstRas
orchestrassent	ORkEstRas
orchestrasses	ORkEstRas
